id,compound_word,word1,word2,sandhi_type,rule_id
6527,गम्भीरात्र,गम्भीरा,अत्र,vowel,3606.0
6528,रेखापि,रेखा,अपि,vowel,3607.0
6529,सार्द्धं हृदा,सार्द्धम्,हृदा,consonant,3608.0
6530,देशिकश्च,देशिकः,च,visarga,3609.0
6531,स्थितस्तत्र,स्थितः,तत्र,visarga,3610.0
6532,भीमञ्च,भीमम्,च,consonant,3611.0
6533,पञ्चाथवा,पञ्च,अथवा,vowel,3612.0
6534,तथेच्छा,तथा,इच्छा,vowel,3615.0
6535,अत्रापि,अत्र,अपि,vowel,3617.0
6536,एवं विधाय,एवम्,विधाय,consonant,3618.0
6537,एवं सर्वत्र,एवम्,सर्वत्र,consonant,3620.0
6538,शतं सहस्रमर्द्धं सहस्रमर्द्धं वा,शतम्,सहस्रम्,consonant,3621.0
6539,सन्निधानं हृदा,सन्निधानम्,हृदा,consonant,3622.0
6540,एवं संशोध्य,एवम्,संशोध्य,consonant,3623.0
6541,एवञ्च,एवम्,च,consonant,3624.0
6542,कृतं कर्म्म,कृतम्,कर्म्म,consonant,3626.0
6543,तस्मान्मध्यं परित्यज्य,तस्मात्,मध्यम्,consonant,3631.0
6544,किञ्चिदीशानमाश्रित्य,किञ्चित्,ईशानम्,consonant,3632.0
6545,अथवानेन,अथवा,अनेन,vowel,3633.0
6546,स्थातव्यमिह,स्थातव्यम्,इह,consonant,3634.0
6547,स्वर्णजं राजतं राजतं वापि,स्वर्णजम्,राजतम्,consonant,3639.0
6548,श्वभ्रमाच्छाद्य,श्वभ्रम्,आच्छाद्य,consonant,3641.0
6549,शतं सम्यग्,शतम्,सम्यग्,consonant,3642.0
6550,लिङ्गं संस्थाप्य,लिङ्गम्,संस्थाप्य,consonant,3643.0
6551,हृदेत्युक्त्वा,हृदा,इति,vowel,3645.0
6552,सार्द्धं गुरुः,सार्द्धम्,गुरुः,consonant,3650.0
6553,दत्त्वार्घ्यं च,दत्त्वा,अर्घ्यम्,consonant,3651.0
6554,आवाहनमभिव्यक्तिर्व्विसर्गः,आवाहनम्,अभिव्यक्तिः,consonant,3654.0
6555,नित्योथ,नित्यः,अथ,visarga,3655.0
6556,तद् द्वितीयन्तु,तत्,द्वितीयम्,consonant,3657.0
6557,द्वितीयन्तु,द्वितीयम्,तु,consonant,3658.0
6558,त्वर्चना,तु,अर्चना,vowel,3660.0
6559,यजमानोपि,यजमानः,अपि,visarga,3662.0
6560,ततोऽपि,ततः,अपि,visarga,3664.0
6561,तावद् यावत्,तावत्,यावत्,consonant,3665.0
6562,स्थानं यत्र,स्थानम्,यत्र,consonant,3666.0
6563,मानसन्तत्र,मानसम्,तत्र,consonant,3669.0
6564,चित्रं न,चित्रम्,न,consonant,3670.0
6565,विधिस्तु,विधिः,तु,visarga,3671.0
6566,सम्प्रत्येव,सम्प्रति,एव,vowel,3672.0
6567,संस्कारो विधिवत्,संस्कारः,विधिवत्,visarga,3673.0
6568,नियमो न,नियमः,न,visarga,3674.0
6569,एवं संस्थाप्य,एवम्,संस्थाप्य,consonant,3678.0
6570,ओं वै,ओम्,वै,consonant,3681.0
6571,हुं च,हुम्,च,consonant,3682.0
6572,जप्त्वाथ,जप्त्वा,अथ,vowel,3683.0
6573,शततमोऽध्यायः,शततमः,अध्यायः,visarga,3685.0
6574,जप्त्वात्र,जप्त्वा,अत्र,vowel,3687.0
6575,रुग् वचो वचो दूर्वा,रुक्,वचः,consonant,3688.0
6576,द्वारमुत्तरतः,द्वारम्,उत्तरतः,consonant,3689.0
6577,आत्मतत्त्वमधो न्यस्य,आत्मतत्त्वम्,अधः,consonant,3690.0
6578,कृत्यञ्च,कृत्यम्,च,consonant,3692.0
6579,कुम्भमारोप्य,कुम्भम्,आरोप्य,consonant,3695.0
6580,चित्रो ध्वजश्च,चित्रः,ध्वजः,visarga,3699.0
6581,स दण्डः,सः,दण्डः,visarga,3702.0
6582,रसमाच्छाद्य,रसम्,आच्छाद्य,consonant,3704.0
6583,लिङ्गवन्न्यासो न,लिङ्गवत्,न्यासः,consonant,3705.0
6584,ज्ञानं न,ज्ञानम्,न,consonant,3706.0
6585,निष्कलञ्च,निष्कलम्,च,consonant,3707.0
6586,शिवन्तत्र,शिवम्,तत्र,consonant,3708.0
6587,ततो मन्त्री,ततः,मन्त्री,visarga,3709.0
6588,अन्यथापि,अन्यथा,अपि,vowel,3710.0
6589,कृतं यच्च,कृतम्,यत्,consonant,3711.0
6590,शिवञ्च,शिवम्,च,consonant,3714.0
6591,वामञ्च,वामम्,च,consonant,3715.0
6592,भग्नञ्च,भग्नम्,च,consonant,3719.0
6593,ततोऽन्यत्रापि,ततः,अन्यत्र,consonant,3720.0
6594,शिवलिङ्गं न,शिवलिङ्गम्,न,consonant,3722.0
6595,ततो लिङ्गं लिङ्गं च,ततः,लिङ्गम्,consonant,3724.0
6596,कोपीह,कः,अपि,consonant,3725.0
6597,लिङ्गमाश्रित्य,लिङ्गम्,आश्रित्य,consonant,3727.0
6598,लिङ्गन्त्यक्त्वा,लिङ्गम्,त्यक्त्वा,consonant,3728.0
6599,स भवोत्र,सः,भवः,visarga,3729.0
6600,भवोत्र,भवः,अत्र,visarga,3730.0
6601,लिङ्गमन्यत्ततस्तत्र,लिङ्गम्,अन्यत्,consonant,3732.0
6602,जीर्णं वाप्यथवा,जीर्णम्,वा,consonant,3733.0
6603,वाप्यथवा,वा,अपि,vowel,3734.0
6604,एष एव,एषः,एव,visarga,3735.0
6605,जीर्णोद्धारो नाम,जीर्णोद्धारः,नाम,visarga,3736.0
6606,शेषो भित्तिरिति,शेषः,भित्तिः,visarga,3738.0
6607,भित्तिरिति,भित्तिः,इति,visarga,3739.0
6608,चतुरोऽपि,चतुरः,अपि,visarga,3742.0
6609,शिखरं कृत्वा,शिखरम्,कृत्वा,consonant,3743.0
6610,त्रिविष्टपञ्च,त्रिविष्टपम्,च,consonant,3744.0
6611,पञ्चैव,पञ्च,एव,vowel,3745.0
6612,तत्राद्यो द्वितीयोपि,तत्र,आद्यः,consonant,3746.0
6613,द्वितीयोपि,द्वितीयः,अपि,visarga,3747.0
6614,श्रीवत्सश्चेति,श्रीवत्सः,च,consonant,3748.0
6615,विशालश्च,विशालः,च,visarga,3749.0
6616,समो ब्रह्म,समः,ब्रह्म,visarga,3750.0
6617,वान्य उष्णीषः,वा,अन्यः,consonant,3751.0
6618,शङ्खश्च,शङ्खः,च,visarga,3752.0
6619,गजोथ,गजः,अथ,visarga,3753.0
6620,वज्रं चक्रन्तथा,वज्रम्,चक्रम्,consonant,3754.0
6621,चक्रन्तथा,चक्रम्,तथा,consonant,3755.0
6622,चान्यत्,च,अन्यत्,vowel,3756.0
6623,श्रीकण्ठ एव,श्रीकण्ठः,एव,visarga,3757.0
6624,त्रीण्येव,त्रीणि,एव,vowel,3758.0
6625,सुभद्राथ,सुभद्रा,अथ,vowel,3760.0
6626,लक्ष्मीर्विभूतिर्विमला,लक्ष्मीः,विभूतिः,visarga,3761.0
6627,सत्यं भृशं भृशं व्योम,सत्यम्,भृशम्,consonant,3762.0
6628,पदगो ब्रह्मा,पदगः,ब्रह्मा,visarga,3763.0
6629,मण्डपश्च,मण्डपः,च,visarga,3764.0
6630,मरीचिश्च,मरीचिः,च,visarga,3765.0
6631,विवस्वांश्च,विवस्वान्,च,consonant,3766.0
6632,कुड्यन्तु,कुड्यम्,तु,consonant,3767.0
6633,चतुःशालन्तु,चतुःशालम्,तु,consonant,3768.0
6634,स्थितस्तेन,स्थितः,तेन,visarga,3769.0
6635,चान्ते,च,अन्ते,vowel,3770.0
6636,तस्माच्च,तस्मात्,च,consonant,3771.0
6637,समो वा,समः,वा,visarga,3772.0
6638,भयं नारी,भयम्,नारी,consonant,3773.0
6639,जयो वृद्धिः,जयः,वृद्धिः,visarga,3774.0
6640,कलिश्च,कलिः,च,visarga,3775.0
6641,चापत्यञ्च,च,अपत्यम्,consonant,3777.0
6642,मानश्च,मानः,च,visarga,3778.0
6643,सदैवं हि,सदा,एवम्,consonant,3780.0
6644,पञ्चपञ्चाशदेव,पञ्चपञ्चाशत्,एव,consonant,3781.0
6645,विंशैव,विंश,एव,vowel,3782.0
6646,अग्नीध्रश्चाग्निबाहुश्च,अग्नीध्रः,च,consonant,3784.0
6647,मेधातिथिर्भव्यः,मेधातिथिः,भव्यः,visarga,3785.0
6648,पुत्र एव,पुत्रः,एव,visarga,3786.0
6649,तपस्तप्त्वा,तपः,तप्त्वा,visarga,3787.0
6650,मध्यमन्तुल्या,मध्यमम्,तुल्या,consonant,3788.0
6651,स योगी,सः,योगी,visarga,3789.0
6652,ततस्तस्मात्,ततः,तस्मात्,visarga,3790.0
6653,प्रस्तारो विभुः,प्रस्तारः,विभुः,visarga,3791.0
6654,पृथुश्चैव,पृथुः,च,consonant,3792.0
6655,सर्गो नाम,सर्गः,नाम,visarga,3793.0
6656,क्रौञ्चस्तथा,क्रौञ्चः,तथा,visarga,3795.0
6657,पुष्करश्चेति,पुष्करः,च,consonant,3796.0
6658,षोडशाधः,षोडश,अधः,vowel,3797.0
6659,शैलोऽसौ,शैलः,असौ,visarga,3798.0
6660,हेमकूटश्च,हेमकूटः,च,visarga,3799.0
6661,निषधश्चास्य,निषधः,च,consonant,3800.0
6662,भारतं प्रथमं प्रथमं वर्षन्ततः,भारतम्,प्रथमम्,consonant,3802.0
6663,वर्षन्ततः,वर्षम्,ततः,consonant,3803.0
6664,रम्यकं चोत्तरे,रम्यकम्,च,consonant,3804.0
6665,कुरवश्वैव,कुरवः,च,consonant,3806.0
6666,इलावृतञ्च,इलावृतम्,च,consonant,3807.0
6667,इलावृतं महाभाग,इलावृतम्,महाभाग,consonant,3808.0
6668,चत्वारश्चात्र,चत्वारः,च,consonant,3809.0
6669,मन्दरो नाम,मन्दरः,नाम,visarga,3810.0
6670,सुपार्श्वश्चोत्तरे,सुपार्श्वः,च,consonant,3811.0
6671,जम्बुश्च,जम्बुः,च,visarga,3812.0
6672,पिप्पलो वट वट एव,पिप्पलः,वटः,visarga,3813.0
6673,नन्दनञ्च,नन्दनम्,च,consonant,3814.0
6674,तथैवालकनन्दापि,तथा,एव,vowel,3815.0
6675,दक्षिणेनैव,दक्षिणेन,एव,vowel,3816.0
6676,पारिपात्रश्च,पारिपात्रः,च,visarga,3817.0
6677,त्रिशृङ्गो रुधिरश्चैव,त्रिशृङ्गः,रुधिरः,consonant,3818.0
6678,रुधिरश्चैव,रुधिरः,च,consonant,3819.0
6679,हयग्रीवो वराहः,हयग्रीवः,वराहः,visarga,3820.0
6680,तपश्च,तपः,च,visarga,3823.0
6681,कीर्त्तिश्च,कीर्त्तिः,च,visarga,3824.0
6682,दरिद्रो नाम,दरिद्रः,नाम,visarga,3825.0
6683,पुष्करं परमं परमं तीर्थं तीर्थं सान्निध्यं सान्निध्यं हि,पुष्करम्,परमम्,consonant,3826.0
6684,तीर्थञ्चर्म्मण्वती,तीर्थम्,चर्म्मण्वती,consonant,3829.0
6685,सङ्गं गङ्गा,सङ्गम्,गङ्गा,consonant,3830.0
6686,परमं तीर्थमयोध्या,परमम्,तीर्थम्,consonant,3831.0
6687,तीर्थमयोध्या,तीर्थम्,अयोध्या,consonant,3832.0
6688,गतिर्गङ्गा,गतिः,गङ्गा,visarga,3834.0
6689,नित्यं हि,नित्यम्,हि,consonant,3835.0
6690,यावदस्थि,यावत्,अस्थि,consonant,3836.0
6691,तीर्थं भोगवती,तीर्थम्,भोगवती,consonant,3839.0
6692,सान्निध्यमत्रैव,सान्निध्यम्,अत्र,consonant,3841.0
6693,राजेन्द्रो जायतेऽत्र,राजेन्द्रः,जायते,consonant,3842.0
6694,जायतेऽत्र,जायते,अत्र,vowel,3843.0
6695,सोऽश्विनौ,सः,अश्विनौ,visarga,3846.0
6696,कफश्चेति,कफः,च,consonant,3847.0
6697,मन्दश्चाग्निः,मन्दः,च,consonant,3848.0
6698,क्रूरो मृदुर्मध्यो मृदुर्मध्यो मध्यः,क्रूरः,मृदुः,visarga,3849.0
6699,रूक्षो लघुः,रूक्षः,लघुः,visarga,3850.0
6700,शीतो गुरुर्मन्दः,शीतः,गुरुः,visarga,3851.0
6701,गुरुर्मन्दः,गुरुः,मन्दः,visarga,3852.0
6702,सन्निपातश्च,सन्निपातः,च,visarga,3853.0
6703,तत्राऽऽद्या,तत्र,आद्या,vowel,3854.0
6704,द्रव्यमिति,द्रव्यम्,इति,consonant,3855.0
6705,सम्यग्योगश्च,सम्यक्,योगः,consonant,3856.0
6706,रोगस्तु,रोगः,तु,visarga,3857.0
6707,रजस्तमश्च,रजः,तमः,visarga,3858.0
6708,शुचिर्दक्षो बुद्धिमान्,शुचिः,दक्षः,visarga,3860.0
6709,प्रातर्भुक्त्वा,प्रातः,भुक्त्वा,visarga,3861.0
6710,सौवीरमञ्जनं,सौवीरम्,अञ्जनं,consonant,3862.0
6711,निषेव्यस्तु,निषेव्यः,तु,visarga,3863.0
6712,प्रतमको रक्तपित्तं,प्रतमकः,रक्तपित्तं,visarga,3864.0
6713,भजन्नति,भजन्,अति,consonant,3865.0
6714,वृष्यमायुष्यं,वृष्यम्,आयुष्यं,consonant,3866.0
6715,यो यथा,यः,यथा,visarga,3870.0
6716,दिवाऽपि,दिवा,अपि,vowel,3871.0
6717,लोक एव,लोके,एव,vowel,3872.0
6718,पर्याप्तमिति,पर्याप्तम्,इति,consonant,3873.0
6719,इत्याचारः,इति,आचारः,vowel,3875.0
6720,आयुरारोग्यमैश्वर्यं,आयुः,आरोग्यम्,consonant,3876.0
6721,तृतियोऽध्यायः,तृतीयः,अध्यायः,visarga,3877.0
6722,शिशिरोऽथ,शिशिरः,अथ,visarga,3878.0
6723,वसन्तश्च,वसन्तः,च,visarga,3879.0
6724,तस्मादादानमाग्नेयम्,तस्मात्,आदानम्,consonant,3880.0
6725,विसर्गश्च,विसर्गः,च,visarga,3881.0
6726,सोमो हि,सोमः,हि,visarga,3882.0
6727,यथोक्तं,यथा,उक्तं,vowel,3884.0
6728,दोषो जातु,दोषः,जातु,visarga,3885.0
6729,शीतमधिकं,शीतम्,अधिकं,consonant,3887.0
6730,कफश्चितो हि,कफः,चितः,visarga,3888.0
6731,वायुश्च,वायुः,च,visarga,3889.0
6732,चाम्भः,च,अम्भः,vowel,3890.0
6733,सन्नोऽपि,सन्नः,अपि,visarga,3891.0
6734,चाम्भो भोजनं,च,अम्भः,consonant,3892.0
6735,क्षुधितोऽन्नं,क्षुधितः,अन्नं,visarga,3893.0
6736,विधिस्त्याज्यः,विधिः,त्याज्यः,visarga,3894.0
6737,अथातो,अथ,अतः,vowel,3896.0
6738,तत्रेष्टः,तत्र,इष्टः,vowel,3897.0
6739,तत्श्चानेकधा,ततः,च,consonant,3899.0
6740,विधिरेष,विधिः,एष,visarga,3901.0
6741,वार्षिकमाशु,वार्षिकम्,आशु,consonant,3902.0
6742,पञ्चमोऽध्याय,पञ्चमः,अध्यायः,visarga,3903.0
6743,नाम्बु,न,अम्बु,vowel,3905.0
6744,पयोऽत्र,पयः,अत्र,visarga,3906.0
6745,तद्वन्मस्तु,तद्वत्,मस्तु,consonant,3908.0
6746,रसो गुरुः,रसः,गुरुः,visarga,3909.0
6747,सोऽग्रे,सः,अग्रे,visarga,3910.0
6748,तेनासौ,तेन,असौ,vowel,3911.0
6749,पथ्यश्चः,पथ्यः,च,visarga,3912.0
6750,मेदोऽसृक्,मेदः,असृक्,visarga,3913.0
6751,लघुस्तीक्ष्णा,लघुः,तीक्ष्णा,visarga,3914.0
6752,चात्यर्थं,च,अत्यर्थं,vowel,3915.0
6753,रक्तो महान्,रक्तः,महान्,visarga,3916.0
6754,काञ्चनो महिषः,काञ्चनः,महिषः,visarga,3917.0
6755,शूको दूषकः,शूकः,दूषकः,visarga,3918.0
6756,वरस्तत्र,वरः,तत्र,visarga,3919.0
6757,चाप्यनु,च,अपि,vowel,3920.0
6758,स्निग्धो ग्राही,स्निग्धः,ग्राही,visarga,3921.0
6759,शीतो गुरुः,शीतः,गुरुः,visarga,3922.0
6760,मधुरो गोधूमः,मधुरः,गोधूमः,visarga,3924.0
6761,वरोऽत्र,वरः,अत्र,visarga,3925.0
6762,तद्वद्बीजं,तद्वत्,बीजं,consonant,3926.0
6763,माषोऽत्र,माषः,अत्र,visarga,3927.0
6764,शिवस्तत्र,शिवः,तत्र,visarga,3928.0
6765,विपरीतो गुरुः,विपरीतः,गुरुः,visarga,3929.0
6766,द्विर्न,द्विः,न,visarga,3930.0
6767,वेसवारो गुरुः,वेसवारः,गुरुः,visarga,3931.0
6768,सृमरश्चमरः,सृमरः,चमरः,visarga,3934.0
6769,खड्गो गवयश्च,खड्गः,गवयः,visarga,3935.0
6770,गवयश्च,गवयः,च,visarga,3936.0
6771,रूक्षो हिमः,रूक्षः,हिमः,visarga,3937.0
6772,तद्वच्च,तद्वत्,च,consonant,3938.0
6773,कुक्कुटो वृष्यः,कुक्कुटः,वृष्यः,visarga,3939.0
6774,ग्राम्यस्तु,ग्राम्यः,तु,visarga,3940.0
6775,तद्वद्वराहः,तद्वत्,वराहः,consonant,3941.0
6776,तण्डुलीयो हिमो हिमो रूक्षः,तण्डुलीयः,हिमः,visarga,3942.0
6777,पत्तूरो दीपनस्तिक्तः,पत्तूरः,दीपनः,visarga,3944.0
6778,दीपनस्तिक्तः,दीपनः,तिक्तः,visarga,3945.0
6779,गुरुर्वृष्यः,गुरुः,वृष्यः,visarga,3947.0
6780,हितकृन्न,हितकृत्,न,consonant,3948.0
6781,त्ववरं,तु,अवरं,vowel,3949.0
6782,स्निग्धमनुष्णं,स्निग्धम्,अनुष्णं,consonant,3950.0
6783,मधुरो वृष्यः,मधुरः,वृष्यः,visarga,3951.0
6784,पक्वमाशु,पक्वम्,आशु,consonant,3952.0
6785,तथाऽम्लं,तथा,अम्लं,vowel,3953.0
6786,चान्यत्र,च,अन्यत्र,vowel,3954.0
6787,फलमप्येवं,फलम्,अपि,consonant,3955.0
6788,तमामं,तम्,आमं,consonant,3956.0
6789,तद्वदामलकं,तद्वत्,आमलकं,consonant,3957.0
6790,शीतमम्लं,शीतम्,अम्लं,consonant,3958.0
6791,केश्यमक्षमीषञ्च,केश्यम्,अक्षम्,consonant,3959.0
6792,चतुर्जातं,चतुः,जातं,visarga,3960.0
6793,स भवत्येव,सः,भवति,consonant,3962.0
6794,शकृन्मुञ्चति,शकृत्,मुञ्चति,consonant,3965.0
6795,इत्यन्नं,इति,अन्नं,vowel,3966.0
6796,शमो वा,शमः,वा,visarga,3969.0
6797,सात्म्यमल्पं,सात्म्यम्,अल्पं,consonant,3970.0
6798,अपथ्यमपि,अपथ्यम्,अपि,consonant,3971.0
6799,पथ्यमेव,पथ्यम्,एव,consonant,3972.0
6800,भूयो न,भूयः,न,visarga,3973.0
6801,नित्यमागारमिव,नित्यम्,आगारम्,consonant,3974.0
6802,आहारो वर्णितस्तत्र,आहारः,वर्णितः,visarga,3975.0
6803,वर्णितस्तत्र,वर्णितः,तत्र,visarga,3976.0
6804,ज्ञानमज्ञानं,ज्ञानम्,अज्ञानं,consonant,3977.0
6805,स्यादन्यथा,स्यात्,अन्यथा,consonant,3979.0
6806,चानु,च,अनु,vowel,3980.0
6807,पुनरेति,पुनः,एति,visarga,3981.0
6808,स्यान्मात्रा,स्यात्,मात्रा,consonant,3982.0
6809,नाधस्तादाहारो न,न,अधस्तात्,consonant,3984.0
6810,सोऽलसकः,सः,अलसकः,visarga,3985.0
6811,विध्यतीति,विध्यति,इति,vowel,3986.0
6812,सोऽलसः,सः,अलसः,visarga,3987.0
6813,तद्धि,तत्,हि,consonant,3988.0
6814,इवोद्गारः,इव,उद्गारः,vowel,3989.0
6815,किञ्चिदेवात्र,किञ्चित्,एव,consonant,3991.0
6816,विष्टम्भो गौरवं,विष्टम्भः,गौरवं,visarga,3992.0
6817,चान्नं,च,अन्नं,vowel,3993.0
6818,पथ्यमपथ्यं,पथ्यम्,अपथ्यं,consonant,3994.0
6819,चाल्पं,च,अल्पं,vowel,3995.0
6820,तिरश्चोऽपि,तिरः,च,consonant,3996.0
6821,द्रव्यमेव,द्रव्यम्,एव,consonant,3999.0
6822,व्यपदेशस्तु,व्यपदेशः,तु,visarga,4001.0
6823,व्यक्तो रसः,व्यक्तः,रसः,visarga,4002.0
6824,अव्यक्तोऽनुरसः,अव्यक्तः,अनुरसः,visarga,4003.0
6825,किञ्चिदन्ते,किञ्चित्,अन्ते,consonant,4004.0
6826,व्यक्तोऽपि,व्यक्तः,अपि,visarga,4005.0
6827,किञ्चिद्विद्यते,किञ्चित्,विद्यते,consonant,4006.0
6828,तदेवं,तत्,एवं,consonant,4007.0
6829,चरकस्त्वाह,चरकः,तु,consonant,4008.0
6830,तेनान्वर्थेति,तेन,अन्वर्था,vowel,4009.0
6831,अतश्च,अतः,च,visarga,4010.0
6832,जगदिव,जगत्,इव,consonant,4012.0
6833,स विपाक विपाक इति,सः,विपाकः,visarga,4013.0
6834,पटुश्च,पटुः,च,visarga,4014.0
6835,मधुरमम्लोऽम्लं,मधुरम्,अम्लः,consonant,4015.0
6836,स्वादुर्गुरुश्च,स्वादुः,गुरुः,visarga,4017.0
6837,दहतीव,दहति,इव,vowel,4019.0
6838,स मेदः,सः,मेदः,visarga,4020.0
6839,मध्यो हिमो हिमो रूक्षः,मध्यः,हिमः,visarga,4021.0
6840,रूक्षोऽति,रूक्षः,अति,visarga,4022.0
6841,सोऽति,सः,अति,visarga,4023.0
6842,क्षारश्च,क्षारः,च,visarga,4024.0
6843,प्रायोऽम्लं,प्रायः,अम्लं,visarga,4025.0
6844,कषायो मधुरस्तद्वदेव,कषायः,मधुरः,consonant,4026.0
6845,मधुरस्तद्वदेव,मधुरः,तद्वत्,consonant,4027.0
6846,कषायश्च,कषायः,च,visarga,4028.0
6847,कषायस्तस्माच्च,कषायः,तस्मात्,consonant,4029.0
6848,लघुरम्लः,लघुः,अम्लः,visarga,4030.0
6849,कटुस्तस्मात्तस्मादपि,कटुः,तस्मात्,consonant,4031.0
6850,स्वादुश्चतुरोऽम्लः,स्वादुः,चतुरः,visarga,4032.0
6851,द्रव्यमेकं,द्रव्यम्,एकं,consonant,4033.0
6852,विंशतिरेकमेव,विंशतिः,एकम्,consonant,4034.0
6853,रसोऽपि,रसः,अपि,visarga,4035.0
6854,तद्वन्मेदस्तथा,तद्वत्,मेदः,consonant,4036.0
6855,सादोऽल्पं,सादः,अल्पं,visarga,4037.0
6856,मन्दोऽनलः,मन्दः,अनलः,visarga,4038.0
6857,शोषो ग्लानिः,शोषः,ग्लानिः,visarga,4039.0
6858,शोणितमेव,शोणितम्,एव,consonant,4040.0
6859,तोदोऽत्यर्थं,तोदः,अत्यर्थं,visarga,4041.0
6860,धूमायतीव,धूमायति,इव,vowel,4042.0
6861,चाति,च,अति,vowel,4043.0
6862,स्थितो वायुः,स्थितः,वायुः,visarga,4044.0
6863,प्रायो वृद्धिर्हि,प्रायः,वृद्धिः,visarga,4045.0
6864,वृद्धिर्हि,वृद्धिः,हि,visarga,4046.0
6865,क्षीणश्च,क्षीणः,च,visarga,4047.0
6866,अधो द्वे,अधः,द्वे,visarga,4048.0
6867,ओजस्तु,ओजः,तु,visarga,4049.0
6868,यदपि,यत्,अपि,consonant,4050.0
6869,द्वादशोध्यायः,द्वादशः,अध्यायः,visarga,4052.0
6870,तत्रापि,तत्र,अपि,vowel,4053.0
6871,नाभिरामाशयः,नाभिः,आमाशयः,visarga,4054.0
6872,स्वेदो लसीका,स्वेद,लसीका,consonant,4055.0
6873,नाभिरत्र,नाभिः,अत्र,visarga,4056.0
6874,मेदो घ्राणं,मेदः,घ्राणं,visarga,4057.0
6875,प्राणोऽत्र,प्राणः,अत्र,visarga,4058.0
6876,व्यानो हृदि,व्यानः,हृदि,visarga,4059.0
6877,पचत्यन्नं,पचति,अन्नं,vowel,4060.0
6878,चयो वृद्धिः,चयः,वृद्धिः,visarga,4062.0
6879,सद्योऽपि,सद्यः,अपि,visarga,4063.0
6880,कालस्तु,कालः,तु,visarga,4065.0
6881,अतियोगोऽतिवृत्तिस्तु,अतियोगः,अतिवृत्तिः,visarga,4066.0
6882,वाऽमुत्र,वा,अमुत्र,vowel,4068.0
6883,श्यावोऽरुणोऽपि,श्यावः,अरुणः,visarga,4069.0
6884,व्याधिरेवं,व्याधिः,एवं,visarga,4070.0
6885,नामतोऽस्ति,नामतः,अस्ति,visarga,4071.0
6886,अतोऽभियुक्तः,अतः,अभियुक्तः,visarga,4073.0
6887,संसर्गस्त्रिधा,संसर्गः,त्रिधा,visarga,4074.0
6888,सेको मद्यं,सेकः,मद्यं,visarga,4077.0
6889,प्रदोषश्चन्द्रमाः,प्रदोषः,चन्द्रमाः,visarga,4078.0
6890,नाऽसौ,न,असौ,vowel,4079.0
6891,शुद्धस्तु,शुद्धः,तु,visarga,4080.0
6892,रसमामं,रसम्,आमं,consonant,4081.0
6893,मध्येऽन्ते,मध्ये,अन्ते,vowel,4082.0
6894,निरूहो वमनं,निरूहः,वमनं,visarga,4086.0
6895,त्वव,तु,अव,vowel,4088.0
6896,स्याद्बलं,स्यात्,बलं,consonant,4089.0
6897,कार्श्यमेव,कार्श्यम्,एव,consonant,4090.0
6898,कृशो वराह वराह इव,कृशः,वराहः,visarga,4091.0
6899,अथातः,अथ,अतः,vowel,4092.0
6900,चान्तः,च,अन्तः,vowel,4094.0
6901,त्रयस्रिंशदिति,त्रयस्त्रिंशत्,इति,consonant,4095.0
6902,प्रायो तत्रापि,प्रायः,तत्र,consonant,4098.0
6903,स श्रेष्ठः,सः,श्रेष्ठः,visarga,4100.0
6904,ह्यस्तेन,हि,अस्तेन,vowel,4101.0
6905,स्नेहोऽच्छः,स्नेहः,अच्छः,visarga,4102.0
6906,पुनरुष्णोदकं,पुनः,उष्णोदकं,visarga,4103.0
6907,स्यात्ततश्च,स्यात्,ततः,consonant,4104.0
6908,स्याद् ब्रह्मचारी,स्यात्,ब्रह्मचारी,consonant,4105.0
6909,उपचारस्तु,उपचारः,तु,visarga,4106.0
6910,यावदतः,यावत्,अतः,consonant,4107.0
6911,एकाहं,एक,अहं,vowel,4108.0
6912,दिनमन्यच्च,दिनम्,अन्यत्,consonant,4109.0
6913,दध्नो वा,दध्नः,वा,visarga,4110.0
6914,विधिर्नाम,विधिः,नाम,visarga,4111.0
6915,स्याच्छनैर्मृदितः,स्यात्,शनैः,consonant,4112.0
6916,स्नातस्ततः,स्नातः,ततः,visarga,4113.0
6917,प्रायस्तिक्तं,प्रायः,तिक्तं,visarga,4114.0
6918,विद्रधिस्तिमिरं,विद्रधिः,तिमिरं,visarga,4116.0
6919,भैषज्यमिदमस्तु,भैषज्यम्,इदम्,consonant,4117.0
6920,यावच्छेदो वा,यावत्,छेदः,consonant,4118.0
6921,अयोगस्तेन,अयोगः,तेन,visarga,4119.0
6922,सम्यग्योगे,सम्यक्,योगे,consonant,4120.0
6923,दशैव,दश,एव,vowel,4121.0
6924,प्रस्थस्तथा,प्रस्थः,तथा,visarga,4122.0
6925,सम्यगालोच्य,सम्यक्,आलोच्य,consonant,4123.0
6926,भैषज्यमविरेच्यैव,भैषज्यम्,अविरेच्य,consonant,4124.0
6927,शकृन्निर्हृत्य,शकृत्,निर्हृत्य,consonant,4125.0
6928,मलो हि,मलः,हि,visarga,4126.0
6929,चिराच्च,चिरात्,च,consonant,4127.0
6930,निरूहोऽन्वासनं,निरूहः,अन्वासनं,visarga,4128.0
6931,मूलेऽग्रे,मूले,अग्रे,vowel,4130.0
6932,अथास्य,अथ,अस्य,vowel,4132.0
6933,स्नेहो न,स्नेहः,न,visarga,4134.0
6934,केवलमेव,केवलम्,एव,consonant,4135.0
6935,नाति,न,अति,vowel,4137.0
